wall_time,step,epoch,value,tag,event_file,parameter,block
1768387346.3011403,0,0.03125,0.0021217456087470055,Grad/attn_quantizer.log_base_alpha,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_attn_quantizer.log_base_alpha_block_0/events.out.tfevents.1768387347.master-192-168-8-48.1680.5,attn_quantizer.log_base_alpha,0
1768387349.6451054,1,0.0625,0.004477047827094793,Grad/attn_quantizer.log_base_alpha,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_attn_quantizer.log_base_alpha_block_0/events.out.tfevents.1768387347.master-192-168-8-48.1680.5,attn_quantizer.log_base_alpha,0
1768387350.0664485,2,0.09375,0.021034182980656624,Grad/attn_quantizer.log_base_alpha,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_attn_quantizer.log_base_alpha_block_0/events.out.tfevents.1768387347.master-192-168-8-48.1680.5,attn_quantizer.log_base_alpha,0
1768387350.4863718,3,0.125,0.015056096948683262,Grad/attn_quantizer.log_base_alpha,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_attn_quantizer.log_base_alpha_block_0/events.out.tfevents.1768387347.master-192-168-8-48.1680.5,attn_quantizer.log_base_alpha,0
1768387350.9071631,4,0.15625,0.011762973852455616,Grad/attn_quantizer.log_base_alpha,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_attn_quantizer.log_base_alpha_block_0/events.out.tfevents.1768387347.master-192-168-8-48.1680.5,attn_quantizer.log_base_alpha,0
1768387351.3339698,5,0.1875,0.006668395362794399,Grad/attn_quantizer.log_base_alpha,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_attn_quantizer.log_base_alpha_block_0/events.out.tfevents.1768387347.master-192-168-8-48.1680.5,attn_quantizer.log_base_alpha,0
1768387351.7733269,6,0.21875,0.005127249751240015,Grad/attn_quantizer.log_base_alpha,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_attn_quantizer.log_base_alpha_block_0/events.out.tfevents.1768387347.master-192-168-8-48.1680.5,attn_quantizer.log_base_alpha,0
1768387352.207747,7,0.25,0.011132304556667805,Grad/attn_quantizer.log_base_alpha,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_attn_quantizer.log_base_alpha_block_0/events.out.tfevents.1768387347.master-192-168-8-48.1680.5,attn_quantizer.log_base_alpha,0
1768387352.6272511,8,0.28125,0.0026136247906833887,Grad/attn_quantizer.log_base_alpha,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_attn_quantizer.log_base_alpha_block_0/events.out.tfevents.1768387347.master-192-168-8-48.1680.5,attn_quantizer.log_base_alpha,0
1768387353.0616107,9,0.3125,0.00043143946095369756,Grad/attn_quantizer.log_base_alpha,outputs_dev/vitb16/T=vtab_Q=3bit_L=lora_2_qkv-fc1-proj-fc2/cifar/20260114184203_default_acc=53.50/tensorboard/Grad_attn_quantizer.log_base_alpha_block_0/events.out.tfevents.1768387347.master-192-168-8-48.1680.5,attn_quantizer.log_base_alpha,0
